review_id,puskesmas_id,puskesmas_name,puskesmas_title,wilayah,rating,review_text,reviewer_name,review_url,puskesmas_url,source_file,text_length,is_empty_text,is_very_short,has_rating,emoji_saja
PKM_BTL_023_R0061_c1ff151c,PKM_BTL_023,Sedayu 1,Puskesmas Sedayu I,Bantul,5,👍🏻👍🏻👍🏻,WIDIYA NINGSI,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21Sak1HdFVNVkZHZGw5WU5XeFhSV1JGUjBSb1drRRAB!2m1!1s0x0:0xd0e9647028ea9871!3m1!1s2@1:CAIQACodChtycF9oOmRjMGtUMVFGdl9YNWxXRWRFR0RoWkE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sedayu%20I&query_place_id=ChIJDRfjI875ei4RcZjqKHBk6dA,Puskesmas Sedayu 1.csv,6,False,True,True,True
PKM_BTL_023_R0130_3d5be74d,PKM_BTL_023,Sedayu 1,Puskesmas Sedayu I,Bantul,5,👍👍,Fernanda Agustian Rynaldhi,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJaWJuUnpBRRAB!2m1!1s0x0:0xd0e9647028ea9871!3m1!1s2@1:CIHM0ogKEICAgMDIibnRzAE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sedayu%20I&query_place_id=ChIJDRfjI875ei4RcZjqKHBk6dA,Puskesmas Sedayu 1.csv,2,False,True,True,True
PKM_BTL_023_R0365_182a04f8,PKM_BTL_023,Sedayu 1,Puskesmas Sedayu I,Bantul,5,👍,juned abdee,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1bVliQUdBEAE!2m1!1s0x0:0xd0e9647028ea9871!3m1!1s2@1:CIHM0ogKEICAgIDumYbAGA%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sedayu%20I&query_place_id=ChIJDRfjI875ei4RcZjqKHBk6dA,Puskesmas Sedayu 1.csv,1,False,True,True,True
PKM_BTL_025_R0325_68f7b61a,PKM_BTL_025,Sewon 1,Puskesmas Sewon 1,Bantul,5,👍🏻👍🏻👍🏻,Tasya Leonita,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxc3FYZWdnRRAB!2m1!1s0x0:0x94796c1653223f58!3m1!1s2@1:CIHM0ogKEICAgIC1sqXeggE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sewon%201&query_place_id=ChIJa4uZqU1Wei4RWD8iUxZseZQ,Puskesmas Sewon 1.csv,6,False,True,True,True
PKM_BTL_026_R0094_71613919,PKM_BTL_026,Sewon 2,Puskesmas Sewon II,Bantul,5,👍👍💪,Rifaldi 22,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURiazVPV1pBEAE!2m1!1s0x0:0x2efa18d922c78ba0!3m1!1s2@1:CIHM0ogKEICAgIDbk5OWZA%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sewon%20II&query_place_id=ChIJE446Lk9Wei4RoIvHItkY-i4,Puskesmas Sewon 2.csv,3,False,True,True,True
PKM_BTL_026_R0260_57671be8,PKM_BTL_026,Sewon 2,Puskesmas Sewon II,Bantul,4,👍👍👍👍,Nurhayati Hayati,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwbHUtZVRnEAE!2m1!1s0x0:0x2efa18d922c78ba0!3m1!1s2@1:CIHM0ogKEICAgICplu-eTg%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sewon%20II&query_place_id=ChIJE446Lk9Wei4RoIvHItkY-i4,Puskesmas Sewon 2.csv,4,False,True,True,True
PKM_BTL_026_R0367_3429659c,PKM_BTL_026,Sewon 2,Puskesmas Sewon II,Bantul,5,👍👍👍,aprilia iznaini,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtZ0xqLUhnEAE!2m1!1s0x0:0x2efa18d922c78ba0!3m1!1s2@1:CIHM0ogKEICAgIDmgLj-Hg%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sewon%20II&query_place_id=ChIJE446Lk9Wei4RoIvHItkY-i4,Puskesmas Sewon 2.csv,3,False,True,True,True
PKM_SBY_002_R0065_101adda8,PKM_SBY_002,Bangkingan,Puskesmas Bangkingan,Surabaya,1,👎🏾,Abu Albirr,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNQa1lqWk9REAE!2m1!1s0x0:0x89f882de75d6f554!3m1!1s2@1:CIHM0ogKEICAgICPkYjZOQ%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Bangkingan&query_place_id=ChIJI3EIexr91y0RVPXWdd6C-Ik,Puskesmas Bangkingan.csv,2,False,True,True,True
PKM_SBY_004_R0331_09edeada,PKM_SBY_004,Bulak  Banteng,Puskesmas Bulak Banteng Kota Surabaya,Surabaya,5,👍,Ricky Eltin,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURzanVMdGdnRRAB!2m1!1s0x0:0x714623e8ed426d8b!3m1!1s2@1:CIHM0ogKEICAgIDsjuLtggE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Bulak%20Banteng%20Kota%20Surabaya&query_place_id=ChIJ01ftblf41y0Ri21C7egjRnE,Puskesmas Bulak Banteng.csv,1,False,True,True,True
PKM_SBY_005_R0264_9a019f15,PKM_SBY_005,Dukuh  Kupang,Puskesmas Dukuh Kupang,Surabaya,5,👍👍👍,Andani Kusuma,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN2cjlDUVhREAE!2m1!1s0x0:0x786af2ca9c55b536!3m1!1s2@1:CIHM0ogKEICAgICvr9CQXQ%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Dukuh%20Kupang&query_place_id=ChIJN2zWgQn81y0RNrVVnMryang,Puskesmas Dukuh Kupang.csv,3,False,True,True,True
PKM_SBY_007_R0594_a6c08726,PKM_SBY_007,Gunung  Anyar,Puskesmas Gunung Anyar,Surabaya,5,👍,arvin Eko,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlNzZLWm5RRRAB!2m1!1s0x0:0x94966bcf106cd2f3!3m1!1s2@1:CIHM0ogKEICAgIDe76KZnQE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Gunung%20Anyar&query_place_id=ChIJrWqKK8r61y0R89JsEM9rlpQ,Puskesmas Gunung Anyar.csv,1,False,True,True,True
PKM_SBY_008_R0412_cfdb53c2,PKM_SBY_008,Jagir,Puskesmas Jagir,Surabaya,5,🫶🏼🫶🏼,asta kun,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6OTkzaFBnEAE!2m1!1s0x0:0xb7c67a6874491c6a!3m1!1s2@1:CIHM0ogKEICAgICz993hPg%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Jagir&query_place_id=ChIJ6WvclZ_71y0RahxJdGh6xrc,Puskesmas Jagir.csv,4,False,True,True,True
PKM_SBY_009_R0162_fc0571a2,PKM_SBY_009,Jemursari,Puskesmas Jemursari,Surabaya,5,👍,1120025026 FARIS GUNAWAN,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SblV6bEVVbVIzTUVGSk9EbERWalZUZUdFellrRRAB!2m1!1s0x0:0x7d13c03dd7dac542!3m1!1s2@1:CAIQACodChtycF9oOnRnUzlEUmR3MEFJODlDVjVTeGEzYkE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Jemursari&query_place_id=ChIJ5YNnPxX71y0RQsXa1z3AE30,Puskesmas Jemursari.csv,1,False,True,True,True
PKM_SBY_009_R0163_e3380bbf,PKM_SBY_009,Jemursari,Puskesmas Jemursari,Surabaya,5,👍👍👍,bunssodan cu,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25ZNWFVVk9VWHBvYm0wMlIwOW5kVXhmZVdJMmNsRRAB!2m1!1s0x0:0x7d13c03dd7dac542!3m1!1s2@1:CAIQACodChtycF9oOnY5aUVOUXpobm02R09ndUxfeWI2clE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Jemursari&query_place_id=ChIJ5YNnPxX71y0RQsXa1z3AE30,Puskesmas Jemursari.csv,3,False,True,True,True
PKM_SBY_009_R0301_1681b805,PKM_SBY_009,Jemursari,Puskesmas Jemursari,Surabaya,5,👍🙏,Axellejati9 9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNyNGVMQklBEAE!2m1!1s0x0:0x7d13c03dd7dac542!3m1!1s2@1:CIHM0ogKEICAgICr4eLBIA%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Jemursari&query_place_id=ChIJ5YNnPxX71y0RQsXa1z3AE30,Puskesmas Jemursari.csv,2,False,True,True,True
PKM_SBY_009_R0395_a0e31664,PKM_SBY_009,Jemursari,Puskesmas Jemursari,Surabaya,5,👍👍👍,Nur Qomariyah,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMtNl9qRnJRRRAB!2m1!1s0x0:0x7d13c03dd7dac542!3m1!1s2@1:CIHM0ogKEICAgIC-6_jFrQE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Jemursari&query_place_id=ChIJ5YNnPxX71y0RQsXa1z3AE30,Puskesmas Jemursari.csv,3,False,True,True,True
PKM_SBY_011_R0325_feee9985,PKM_SBY_011,Kebonsari,Puskesmas Kebonsari,Surabaya,5,👍🏼,Mirza Andre,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJYVdwLXlTNHQtTmpRRRAB!2m1!1s0x0:0xd12f678aa27ffd6a!3m1!1s2@1:CIHM0ogKEIaWp-yS4t-NjQE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Kebonsari&query_place_id=ChIJZ2mrSrX91y0Rav1_oopnL9E,Puskesmas Kebonsari.csv,2,False,True,True,True
PKM_SBY_012_R0335_07183966,PKM_SBY_012,Kedurus,Puskesmas Kedurus,Surabaya,1,📉,YOGA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNxOGJydG5RRRAB!2m1!1s0x0:0xb5f944a104613268!3m1!1s2@1:CIHM0ogKEICAgICq8brtnQE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Kedurus&query_place_id=ChIJS511ppz81y0RaDJhBKFE-bU,Puskesmas Kedurus.csv,1,False,True,True,True
PKM_SBY_013_R0454_3cd478d6,PKM_SBY_013,Keputih,Puskesmas Keputih,Surabaya,5,👍,Langlang Samudra,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPZzlYSWVBEAE!2m1!1s0x0:0x48ba1072a2457fc2!3m1!1s2@1:CIHM0ogKEICAgICOg9XIeA%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Keputih&query_place_id=ChIJm47-f3D61y0Rwn9FonIQukg,Puskesmas Keputih.csv,1,False,True,True,True
PKM_SBY_014_R0019_7e7201ff,PKM_SBY_014,Klampis  Ngasem,Puskesmas Klampis Ngasem,Surabaya,5,👍👍👍,TUKANG BONGKAR,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWMFoyNXdja1pYWW5CM04xTTNRbmRXU1RCcVZtYxAB!2m1!1s0x0:0x53f9ae08982843d7!3m1!1s2@1:CAIQACodChtycF9oOjV0Z25wckZXYnB3N1M3QndWSTBqVmc%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Klampis%20Ngasem&query_place_id=ChIJ8QuKjUb61y0R10MomAiu-VM,Puskesmas Klampis Ngasem.csv,3,False,True,True,True
PKM_SBY_014_R0339_82751e6b,PKM_SBY_014,Klampis  Ngasem,Puskesmas Klampis Ngasem,Surabaya,5,👍,Lasmi Atun,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaN2NUWFp3EAE!2m1!1s0x0:0x53f9ae08982843d7!3m1!1s2@1:CIHM0ogKEICAgIDZ7cTXZw%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Klampis%20Ngasem&query_place_id=ChIJ8QuKjUb61y0R10MomAiu-VM,Puskesmas Klampis Ngasem.csv,1,False,True,True,True
PKM_SBY_016_R0093_fa28894b,PKM_SBY_016,Menur,Puskesmas Menur,Surabaya,5,👍🏻👍🏻👍🏻👍🏻👍🏻,My Pink,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xwcVVHTnRRamhITlcxUU5qVmhZWE5WYTJKWFZWRRAB!2m1!1s0x0:0xbe6637ed7920bcc8!3m1!1s2@1:CAIQACodChtycF9oOlpqUGNtQjhHNW1QNjVhYXNVa2JXVVE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Menur&query_place_id=ChIJyy4vvFL61y0RyLwgee03Zr4,Puskesmas Menur.csv,10,False,True,True,True
PKM_SBY_017_R0473_225e59b3,PKM_SBY_017,Morokrembangan,Puskesmas Morokrembangan,Surabaya,5,👍🏻👍🏻👍🏻,Cim Cim,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURiay1HaEhnEAE!2m1!1s0x0:0x264f1fbc78061784!3m1!1s2@1:CIHM0ogKEICAgIDbk-GhHg%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Morokrembangan&query_place_id=ChIJS8lKGdP-1y0RhBcGeLwfTyY,Puskesmas Morokrembangan.csv,6,False,True,True,True
PKM_SBY_018_R0212_0d3b1f11,PKM_SBY_018,Mulyorejo,Puskesmas Mulyorejo Surabaya,Surabaya,5,👍,Muhammad Farid Widyanto,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqOWYtYjV3RRAB!2m1!1s0x0:0x950d84f5201a27f2!3m1!1s2@1:CIHM0ogKEICAgIDj9f-b5wE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Mulyorejo%20Surabaya&query_place_id=ChIJx1gUt4351y0R8icaIPWEDZU,Puskesmas Mulyorejo.csv,1,False,True,True,True
PKM_SBY_018_R0341_130bcb4e,PKM_SBY_018,Mulyorejo,Puskesmas Mulyorejo Surabaya,Surabaya,5,👍👍,Nonna Dorlen,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtbmJTdzR3RRAB!2m1!1s0x0:0x950d84f5201a27f2!3m1!1s2@1:CIHM0ogKEICAgID-nbSw4wE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Mulyorejo%20Surabaya&query_place_id=ChIJx1gUt4351y0R8icaIPWEDZU,Puskesmas Mulyorejo.csv,2,False,True,True,True
PKM_SBY_019_R0507_853e70b5,PKM_SBY_019,Ngagel  Rejo,Puskesmas Ngagel Rejo,Surabaya,5,👍🏻👍🏻👍🏻,Silviana Gita Aprillia,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNEOU9xb0JBEAE!2m1!1s0x0:0xd3a872b3e1eb5f8d!3m1!1s2@1:CIHM0ogKEICAgICD9OqoBA%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Ngagel%20Rejo&query_place_id=ChIJefQPOLr71y0RjV_r4bNyqNM,Puskesmas Ngagel Rejo.csv,6,False,True,True,True
PKM_SBY_020_R0539_2b71b0b0,PKM_SBY_020,Pakis,Puskesmas Pakis,Surabaya,5,👍,ayu damayanti,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXNW9XYzJnRRAB!2m1!1s0x0:0xd43b22d976532486!3m1!1s2@1:CIHM0ogKEICAgIDW5oWc2gE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Pakis&query_place_id=ChIJL-iCGu771y0RhiRTdtkiO9Q,Puskesmas Pakis.csv,1,False,True,True,True
PKM_SBY_022_R0505_10cbaf19,PKM_SBY_022,Sawah  Pulo,Puskesmas Sawah Pulo,Surabaya,5,😀👍👍👍,Nuris Kiens,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLcnNmbXl3RRAB!2m1!1s0x0:0xd61971b9f6ea6d4b!3m1!1s2@1:CIHM0ogKEICAgICKrsfmywE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sawah%20Pulo&query_place_id=ChIJk42mYOH41y0RS23q9rlxGdY,Puskesmas Sawah Pulo.csv,4,False,True,True,True
PKM_SBY_023_R0326_9344fc36,PKM_SBY_023,Sawahan,Puskesmas Sawahan,Surabaya,5,👍,Indra Wati,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4aVlxVDNBRRAB!2m1!1s0x0:0xf6d46e26bd8d6b60!3m1!1s2@1:CIHM0ogKEICAgICxiYqT3AE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Sawahan&query_place_id=ChIJ6YXzLlj51y0RYGuNvSZu1PY,Puskesmas Sawahan.csv,1,False,True,True,True
PKM_SBY_025_R0179_e32ddd27,PKM_SBY_025,Siwalankerto,UPTD Puskesmas Siwalankerto Surabaya,Surabaya,5,👍🏻👍🏻👍🏻👍🏻,112_Firda Amalia,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURCd0tIQkV3EAE!2m1!1s0x0:0x97e4ad5476edc1cb!3m1!1s2@1:CIHM0ogKEICAgIDBwKHBEw%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=UPTD%20Puskesmas%20Siwalankerto%20Surabaya&query_place_id=ChIJYdAY4Ef71y0Ry8HtdlSt5Jc,Puskesmas Siwalankerto.csv,8,False,True,True,True
PKM_SBY_027_R0092_d315666f,PKM_SBY_027,Wiyung,Puskesmas Wiyung,Surabaya,5,👍👍👍,Valensia Arita,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tVMFJIbEZVRE5RY2xSNFpVRnhTVkZMT1hjMWQyYxAB!2m1!1s0x0:0xa10af24bec4e5037!3m1!1s2@1:CAIQACodChtycF9oOkU0RHlFUDNQclR4ZUFxSVFLOXc1d2c%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Wiyung&query_place_id=ChIJ2zJO2vT81y0RN1BO7EvyCqE,Puskesmas Wiyung.csv,3,False,True,True,True
PKM_SBY_027_R0207_4bb1a7c2,PKM_SBY_027,Wiyung,Puskesmas Wiyung,Surabaya,5,👍👍,Ismawati Yunita,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNUc29xaE9REAE!2m1!1s0x0:0xa10af24bec4e5037!3m1!1s2@1:CIHM0ogKEICAgICTsoqhOQ%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Wiyung&query_place_id=ChIJ2zJO2vT81y0RN1BO7EvyCqE,Puskesmas Wiyung.csv,2,False,True,True,True
PKM_SBY_028_R0312_5cd0b67d,PKM_SBY_028,Wonokromo,Puskesmas Wonokromo,Surabaya,5,✨,Isni Assaidah,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMtNXJXRFJ3EAE!2m1!1s0x0:0xb28c9e2ca60b2f0a!3m1!1s2@1:CIHM0ogKEICAgIC-5rWDRw%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Wonokromo&query_place_id=ChIJUdpUkZz71y0RCi8LpiyejLI,Puskesmas Wonokromo.csv,1,False,True,True,True
PKM_SBY_030_R0462_5787e757,PKM_SBY_030,Balongsari,Puskesmas Balongsari,Surabaya,4,👍👍👍,yuli asih,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhbU95YWJBEAE!2m1!1s0x0:0x9c9af20af91dfde8!3m1!1s2@1:CIHM0ogKEICAgICamOyabA%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Balongsari&query_place_id=ChIJu_mw7o_-1y0R6P0d-Qrympw,PuskesmasBalongsari.csv,3,False,True,True,True
PKM_SBY_031_R0527_7b2bb5f1,PKM_SBY_031,Benowo,Puskesmas Benowo,Surabaya,5,👍🏻👍🏻👍🏻,Eka Miftakhul,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM4X3R5R2x3RRAB!2m1!1s0x0:0xc53ba945c6381eb8!3m1!1s2@1:CIHM0ogKEICAgIC8_tyGlwE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Benowo&query_place_id=ChIJZ3wUDIcAeC4RuB44xkWpO8U,PuskesmasBenowo.csv,6,False,True,True,True
PKM_SBY_032_R0541_5ab597ab,PKM_SBY_032,Dr Soetomo,Puskesmas Dr. Soetomo,Surabaya,5,👍👍,Raudah Ferdina Nugraheni,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBbTUzT09nEAE!2m1!1s0x0:0xf9cd07b3264cebd6!3m1!1s2@1:CIHM0ogKEICAgMDAm53OOg%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Dr.%20Soetomo&query_place_id=ChIJmQ66xeT71y0R1utMJrMHzfk,PuskesmasDrSoetomo.csv,2,False,True,True,True
PKM_SBY_034_R0052_93e86e21,PKM_SBY_034,Gading,Puskesmas Gading,Surabaya,5,👍👍👍,Agung Handoko,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGemFXeHJVMnhzYjNacVdHWklPUzFaUTFWRFJWRRAB!2m1!1s0x0:0x944ea8f8a0237012!3m1!1s2@1:CAIQACodChtycF9oOlFzaWxrU2xsb3ZqWGZIOS1ZQ1VDRVE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Gading&query_place_id=ChIJ9-AEjqD51y0REnAjoPioTpQ,PuskesmasGading.csv,3,False,True,True,True
PKM_SBY_034_R0588_693dad97,PKM_SBY_034,Gading,Puskesmas Gading,Surabaya,5,✨,Achmad Fasal,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNIc1pfeWhnRRAB!2m1!1s0x0:0x944ea8f8a0237012!3m1!1s2@1:CIHM0ogKEICAgICHsZ_yhgE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Gading&query_place_id=ChIJ9-AEjqD51y0REnAjoPioTpQ,PuskesmasGading.csv,1,False,True,True,True
PKM_SBY_034_R0708_3f173ca7,PKM_SBY_034,Gading,Puskesmas Gading,Surabaya,5,👏🏼👍🏼,berliana bilqiis,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURycElDQ2FREAE!2m1!1s0x0:0x944ea8f8a0237012!3m1!1s2@1:CIHM0ogKEICAgIDrpICCaQ%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Gading&query_place_id=ChIJ9-AEjqD51y0REnAjoPioTpQ,PuskesmasGading.csv,4,False,True,True,True
PKM_SBY_037_R0355_5ea4de63,PKM_SBY_037,Kalirungkut,Puskesmas Kalirungkut,Surabaya,1,👎👎👎👎,yunita muji,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNzMk83dVRnEAE!2m1!1s0x0:0x99732a2ac1bffb9!3m1!1s2@1:CIHM0ogKEICAgICs2O7uTg%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Kalirungkut&query_place_id=ChIJgRTD7ub61y0Ruf8brKIylwk,PuskesmasKalirungkut.csv,4,False,True,True,True
PKM_SBY_038_R0074_cbd6b8e1,PKM_SBY_038,Kedungdoro,Puskesmas Kedungdoro,Surabaya,5,👍👍👍👍,Nabila Azzahra Tiara Diska,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GSlMxRkNWbWhtVkRkbGVrSk9RMFZpZDJoQmVVRRAB!2m1!1s0x0:0x949417ce8ab55c!3m1!1s2@1:CAIQACodChtycF9oOnFJS1FCVmhmVDdlekJOQ0Vid2hBeUE%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Kedungdoro&query_place_id=ChIJU9wlPV751y0RXLWKzheUlAA,PuskesmasKedungdoro.csv,4,False,True,True,True
PKM_SBY_038_R0102_a74df35e,PKM_SBY_038,Kedungdoro,Puskesmas Kedungdoro,Surabaya,5,😍,imam santoso,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21odlJFMXVTVFprUWxvNFpUTlFlVVJWYmtSWmIxRRAB!2m1!1s0x0:0x949417ce8ab55c!3m1!1s2@1:CAIQACodChtycF9oOmhvRE1uSTZkQlo4ZTNQeURVbkRZb1E%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Kedungdoro&query_place_id=ChIJU9wlPV751y0RXLWKzheUlAA,PuskesmasKedungdoro.csv,1,False,True,True,True
PKM_SBY_039_R0186_18f39002,PKM_SBY_039,Kenjeran,Puskesmas Kenjeran,Surabaya,5,👍,riska kristyas,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25aVWIxbHhWMm80WVhselFYSXdOV1paWVdkMVFtYxAB!2m1!1s0x0:0xaa5bd13f01c2c520!3m1!1s2@1:CAIQACodChtycF9oOnZUb1lxV2o4YXlzQXIwNWZZYWd1Qmc%7C%7C?hl=id,https://www.google.com/maps/search/?api=1&query=Puskesmas%20Kenjeran&query_place_id=ChIJ-0m0rbf51y0RIMXCAT_RW6o,PuskesmasKenjeran.csv,1,False,True,True,True
